the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.8941237186892 40.81867950573342),NYPL48,NYPL,Other,212-340-0903,,,718-617-0338,,Hunt's Point Regional Branch,877,Southern Blvd.,Bronx,10459,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Hunt's Point Regional Branch",877 Southern Blvd.,"Bronx, NY 10459"
POINT (-73.90119322097252 40.8690078324702),NYPL49,NYPL,Other,212-340-0903,,,718-549-5200,,Jerome Park Branch,118,Eames Place,Bronx,10468,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Jerome Park Branch",118 Eames Place,"Bronx, NY 10468"
POINT (-73.90799577339098 40.880324432410106),NYPL50,NYPL,Other,212-340-0903,,,718-548-5656,,Kingsbridge Regional Branch,280,West 231st Street,Bronx,10463,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Kingsbridge Regional Branch",280 West 231st Street,"Bronx, NY 10463"
POINT (-73.91760200978538 40.826579415522836),NYPL51,NYPL,Other,212-340-0903,,,718-588-0110,,Melrose Branch,910,Morris Avenue,Bronx,10451,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Melrose Branch",910 Morris Avenue,"Bronx, NY 10451"
POINT (-73.90180494906818 40.83123855160398),NYPL52,NYPL,Other,212-340-0903,,,718-589-9268,,Morrisania Branch,610,East 169th Street,Bronx,10456,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Morrisania Branch",610 East 169th Street,"Bronx, NY 10456"
POINT (-73.8783788592318 40.87436025054321),NYPL53,NYPL,Other,212-340-0903,,,718-882-8239,,Mosholu Branch,285,East 205th Street,Bronx,10467,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Mosholu Branch",285 East 205th Street,"Bronx, NY 10467"
POINT (-73.92439880110472 40.811603290489465),NYPL54,NYPL,Other,212-340-0903,,,718-665-4878,,Mott Haven Branch,321,East 140th Street,Bronx,10454,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Mott Haven Branch",321 East 140th Street,"Bronx, NY 10454"
POINT (-73.85836837444039 40.83375830114823),NYPL55,NYPL,Other,212-340-0903,,,718-829-7830,,Parkchester Regional Branch,1985,Westchester Avenue,Bronx,10462,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Parkchester Regional Branch",1985 Westchester Avenue,"Bronx, NY 10462"
POINT (-73.97739578277431 40.760799000040834),NYPL11,NYPL,Other,212-340-0903,,,212-621-0618,,Donnell Library Ctr.,20,West 53rd Street,Manhattan,10019,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Donnell Library Center",20 West 53rd Street,"Manhattan, NY 10019"
POINT (-73.919996787218 40.671011503420864),NYCHA40,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 493-3759,,Park Rock Comm. Ctr.,1767B,Sterling Pl,Brooklyn,11233,NYCHA Community Center,40,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,40,Yes,Yes,Yes,Park Rock Comm. Ctr.,1767B Sterling Pl,"Brooklyn, NY 11233"
POINT (-73.9204363225406 40.63634729324922),NYCHA78,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 451-2389,,Glenwood Comm. Ctr.,5816,Farragut Rd,Brooklyn,11236,NYCHA Community Center,78,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,78,Yes,Yes,Yes,Glenwood Comm. Ctr.,5816 Farragut Rd,"Brooklyn, NY 11234"
POINT (-73.89544394384168 40.64887332712863),NYCHA75,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 649-0448,,Breukelen Comm. Ctr.,715,East 105th St,Brooklyn,11236,NYCHA Community Center,75,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,75,Yes,Yes,Yes,Breukelen Comm. Ctr.,715 East 105th St,"Brooklyn, NY 11236"
POINT (-73.94594888351713 40.69759626431135),NYCHA93,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 384-6578,,Tompkins Comm. Ctr.,736,Park Avenue,Brooklyn,11206,NYCHA Community Center,102,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,102,Yes,Yes,Yes,Tompkins Comm. Ctr.,736 Park Avenue,"Brooklyn, NY 11206"
POINT (-73.81607852471377 40.58583867771671),QPL21,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Peninsula,92-25,Rockaway Beach Blvd,Queens,11683,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Peninsula Branch",92-25 Rockaway Beach Blvd,"Queens, NY 11683"
POINT (-73.80989969739174 40.73304585729589),QPL22,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Pomonok,158-21,Jewel Ave,Queens,11365,Library,50,yes,yes,no,no,yes,yes,yes,Part-time,50,yes,no,yes,"QPL, Pomonok Branch",158-21  Jewel Ave,"Queens, NY 11365"
POINT (-73.7390455851484 40.71987396840857),QPL23,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Queens Village,94-11,217 Street,Queens,11428,Library,100,no,yes,no,no,yes,no,no,Part-time,100,yes,no,yes,"QPL, Queens Village Branch",94-11 217 Street,"Queens, NY 11428"
POINT (-73.86452219726472 40.72729869687284),QPL26,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Rego Park,91-41,63rd Drive,Queens,11374,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Rego Park Branch",91-41 63rd Drive,"Queens, NY 11374"
POINT (-73.83163077145291 40.70075732504852),QPL27,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Richmond Hill,118-14,Hillside Ave,Queens,11418,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Richmond Hill Branch",118-14  Hillside Ave,"Queens, NY 11418"
POINT (-73.90256772073987 40.70517596689596),QPL28,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Ridgewood,20-12,Madison Street,Queens,11385,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Ridgewood Branch",20-12 Madison Street,"Queens, NY 11385"
POINT (-73.73991782375086 40.65996655027356),QPL30,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Rosedale,144-20,243rd Street,Queens,11422,Library,100,yes,yes,no,no,yes,yes,yes,Part-time,100,yes,no,yes,"QPL, Rosedale Branch",144-20 243rd Street,"Queens, NY 11422"
POINT (-73.79022270565179 40.695605980589015),QPL31,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Jamaica,108-41,Guy R. Brewer Blvd.,Queens,11433,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Jamaica Branch",108-41 Guy R. Brewer Blvd.,"Queens, NY 11433"
POINT (-73.75380460851542 40.707004260696614),QPL32,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Hollis,204-01,Hollis Ave,Queens,11412,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Hollis Branch",204-01  Hollis Ave,"Queens, NY 11412"
POINT (-73.80928350729384 40.67476785349974),QPL34,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,South Ozone Park,128-16,Rockaway Blvd,Queens,11420,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, South Ozone Park Branch",128-16 Rockaway Blvd,"Queens, NY 11420"
POINT (-73.90946025094122 40.77683061195998),QPL35,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Steinway,21-45,31st Street,Queens,11105,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Steinway Branch",21-45 31st Street,"Queens, NY 11105"
POINT (-73.92168484260131 40.74079831910958),QPL36,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Sunnyside,43-06,Greenpoint Ave,Queens,11104,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Sunnyside Branch",43-06 Greenpoint Ave,"Queens, NY 11104"
POINT (-73.75568402193561 40.7344916426306),QPL37,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Windsor Park,79-50,Bell Blvd,Queens,11364,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Windsor Park Branch",79-50  Bell Blvd,"Queens, NY 11364"
POINT (-73.79471088364878 40.70782831548054),QPL39,QPL,Other,718-990-0767,N/A,N/A,N/A,N/A,"Youth Services, Central Library",89-11,Merrick Blvd,Queens,11432,Library,25,no,yes,no,no,yes,no,no,Part-time,25,yes,no,no,"QPL, Youth Services, Central Lib",89-11 Merrick Blvd,"Queens, NY 11432"
POINT (-73.84675368637838 40.74588038385823),PARKS29,Parks,Other,(212) 360-3310,NA,NA,(718) 699-4236,NA,Passerelle,,Flushing Meadow Corona Park,Queens,11368,Center,45,Yes,yes,no,no,yes,yes,no,Part-time,45,yes,yes,yes,Parks Afterschool at Passerelle,Flushing Meadow Corona Park,"Queens, NY 11368"
POINT (-73.95354281701027 40.80296260160709),NYPL1,NYPL,Other,212-340-0903,,,212-666-9393,,115th Street Branch,203,West 115th Street,Manhattan,10026,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 115th Street Branch",203 West 115th Street,"Manhattan, NY 10026"
POINT (-73.93484598382902 40.80301923794972),NYPL2,NYPL,Other,212-340-0903,,,212-534-5050,,125th Street Branch,224,East 125th Street,Manhattan,10035,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 125th Street Branch",224 East 125th Street,"Manhattan, NY 10035"
POINT (-73.95953640990574 40.764912075260646),NYPL3,NYPL,Other,212-340-0903,,,212-734-1717,,67th Street Branch,328,East 67th Street,Manhattan,10021,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 67th Street Branch",328 East 67th Street,"Manhattan, NY 10021"
POINT (-73.95182059062273 40.78596314107934),NYPL4,NYPL,Other,212-340-0903,,,212-289-0908,,96th Street Regional Branch,112,East 96th Street,Manhattan,10128,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, 96th Street Regional Branch",112 East 96th Street,"Manhattan, NY 10128"
POINT (-73.94346612037002 40.79418390429402),NYPL5,NYPL,Other,212-340-0903,,,212-534-2930,,Aguilar Branch,174,East 110th Street,Manhattan,10029,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Aguilar Branch",174 East 110th Street,"Manhattan, NY 10029"
POINT (-73.9933673185489 40.74042402247556),NYPL6,NYPL,Other,212-340-0903,,,212-206-5400,,Andrew Heiskell Library for the Blind & Physically Handicapped,40,West 20th Street,Manhattan,10011,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Andrew Heiskell Library for the Blind and Physically Handicapped",40 West 20th Street,"Manhattan, NY 10011"
POINT (-73.78405254560148 40.59314518474305),QPL1,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Arverne,312,Beach 54 Street,Queens,11692,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Arverne Branch",312 Beach 54 Street,"Queens, NY 11692"
POINT (-73.92876376343182 40.77236474882489),QPL2,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Astoria,14-01,Astoria Blvd.,Queens,11102,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Astoria Branch",14-01 Astoria Blvd.,"Queens, NY 11102"
POINT (-73.79168350202862 40.68031700835646),QPL3,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Baisley Park,117-11,Sutphin Blvd,Queens,11436,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Baisley Park Branch",117-11 Sutphin Blvd,"Queens, NY 11436"
POINT (-73.77701806139902 40.78254065947337),QPL4,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Bay Terrace,18-36,Bell Blvd,Queens,11360,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Bay Terrace Branch",18-36  Bell Blvd,"Queens, NY 11360"
POINT (-73.73960535815446 40.69476973127293),QPL5,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Cambria Hts.,220-20,Linden Blvd.,Queens,11411,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Cambria Hts. Branch",220-20 Linden Blvd.,"Queens, NY 11411"
POINT (-73.86199107249237 40.750895097121365),QPL6,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Corona,38-23,104 Street,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Corona Branch",38-23  104 Street,"Queens, NY 11368"
POINT (-73.87387604679193 40.762417452366),QPL7,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,East Elmhurst,95-06,Astoria Blvd.,Queens,11369,Library,150,no,yes,no,no,yes,no,no,Part-time,150,yes,no,yes,"QPL, East Elmhurst Branch",95-06 Astoria Blvd.,"Queens, NY 11369"
POINT (-73.87679773836557 40.73856004426538),QPL8,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Elmhurst,86-01,Broadway,Queens,11371,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Elmhurst Branch",86-01 Broadway,"Queens, NY 11371"
POINT (-73.75233512173226 40.60450235269146),QPL9,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Far Rockaway,1637,Central Ave,Queens,11691,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Far Rockaway Branch",1637 Central Ave,"Queens, NY 11691"
POINT (-73.82890571373107 40.75780590410623),QPL11,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Flushing,41-17,Main Street,Queens,11355,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Flushing Branch",41-17  Main Street,"Queens, NY 11355"
POINT (-73.76232751099201 40.7201751199313),QPL12,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Hollis,202-05,Hillside Ave,Queens,11423,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Hollis Branch",202-05 Hillside Ave,"Queens, NY 11423"
POINT (-73.88506237540629 40.75018483695968),QPL13,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Jackson Hts.,35-51,81st Street,Queens,11372,Library,100,no,yes,no,no,yes,no,no,Part-time,100,yes,no,yes,"QPL, Jackson Hts. Branch",35-51 81st Street,"Queens, NY 11372"
POINT (-73.82074357859629 40.72593235884287),QPL14,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Kew Gardens Hills,72-33,Vleigh Place,Queens,11367,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Kew Gardens Hills Branch",72-33  Vleigh Place,"Queens, NY 11367"
POINT (-73.82482561719749 40.68691350832044),QPL16,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Lefferts,103-34,Lefferts Blvd,Queens,11419,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Lefferts Branch",103-34 Lefferts Blvd,"Queens, NY 11419"
POINT (-73.86167248762776 40.73745914721001),QPL17,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,Lefrak City,98-30,57th Avenue,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, Lefrak City Branch",98-30 57th Avenue,"Queens, NY 11368"
POINT (-73.86821429335451 40.75771759863185),QPL18,QPL,Other,718-651-1100,N/A,N/A,N/A,N/A,Langston Hughes,100-01,Northern Blvd.,Queens,11368,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,no,"QPL, Langston Hughes Branch",100-01 Northern Blvd.,"Queens, NY 11368"
POINT (-73.80984450314111 40.763747610782865),QPL19,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,McGoldrick,155-06,Roosevelt Avenue,Queens,11354,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, McGoldrick Branch",155-06 Roosevelt Avenue,"Queens, NY 11354"
POINT (-73.85368693775986 40.71115446497351),QPL20,QPL,Other,718-990-0871,N/A,N/A,N/A,N/A,North Forest Park,98-27,Metropolitan Avenue,Queens,11375,Library,50,no,yes,no,no,yes,no,no,Part-time,50,yes,no,yes,"QPL, North Forest Park Branch",98-27 Metropolitan Avenue,"Queens, NY 11375"
POINT (-73.96785972747976 40.79594898940433),NYPL7,NYPL,Other,212-340-0903,,,212-222-8030,,Bloomingdale Branch,150,West 100th Street,Manhattan,10025,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Bloomingdale Branch",150 West 100th Street,"Manhattan, NY 10025"
POINT (-73.99649382943501 40.71329498641112),NYPL8,NYPL,Other,212-340-0903,,,212-964-6598,,Chatham Square Branch,33,East Broadway,Manhattan,10002,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Chatham Square Branch",33 East Broadway,"Manhattan, NY 10002"
POINT (-73.99121694911798 40.76492897564031),NYPL9,NYPL,Other,212-340-0903,,,212-586-5098,,Columbus Branch,742,Tenth Avenue,Manhattan,10019,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Columbus Branch",742 Tenth Avenue,"Manhattan, NY 10019"
POINT (-73.94119558808458 40.81482136172254),NYPL10,NYPL,Other,212-340-0903,,,212-491-2070,,Countee Cullen Regional Branch,104,West 136th Street,Manhattan,10030,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Countee Cullen Regional Branch",104 West 136th Street,"Manhattan, NY 10030"
POINT (-73.84706737594111 40.728712346418135),DYCD38,DYCD,OST,800-246-4646,Jewish Child Care Association,,212-558-9910,,Central Queens YM & YWHA,67-09,108th Street,Queens,11375,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Jewish Child Care Association,67-09 108th Street,"Queens, NY 11375"
POINT (-73.87090948809674 40.73122709418592),DYCD39,DYCD,OST,800-246-4646,Jewish Institute of Queens,,718-642-6800,,Jewish Institute of Queens,60-05,Woodhaven Boulevard,Queens,11373,center,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Jewish Institute of Queens,60-05 Woodhaven Boulevard,"Queens, NY 11373"
POINT (-73.91868736206668 40.840251602565345),DYCD41,DYCD,OST,800-246-4646,"Latino Pastoral Action Center, Inc.",,718-681-2361,,Latino Pastoral Action Ctr.,14,West 170th Street,Bronx,10452,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Latino Pastoral Action Center,14 West 170th Street,"Bronx, NY 10452"
POINT (-73.91216189917337 40.701637510161575),DYCD55,DYCD,OST,800-246-4646,New Life Child Development Corporation,,718-821-3432,,New Life Child Dev. Ctr. #2,408,Grove Street,Brooklyn,11237,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - New Life Child Dev. Corporation,408 Grove Street,"Brooklyn, NY 11237"
POINT (-73.91324047164343 40.696399193250244),DYCD56,DYCD,OST,800-246-4646,New Life Child Development Corporation,,718-821-3432,,New Life Child Dev.,295,Woodbine Street,Brooklyn,11237,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - New Life Child Dev. Corporation,295 Woodbine Street,"Brooklyn, NY 11237"
POINT (-73.98629109521883 40.72133911482497),DOE_DYCD52,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M020,PS 20,166,Essex Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,166 Essex Street,"Manhattan, NY 10002"
POINT (-73.98619516442449 40.71343207391679),DOE_DYCD53,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M056,MS 56,220,Henry Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,220 Henry Street,"Manhattan, NY 10002"
POINT (-73.97996497946679 40.71592826712172),DOE_DYCD54,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M110,PS 110,285,Delancey Street,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,285 Delancey Street,"Manhattan, NY 10002"
POINT (-73.98396880787698 40.7144009352708),DOE_DYCD55,DOE,21st Century,212-374-5472,Henry Street Settlement,131562242,212-766-9200,01M134,PS 134,293,East Broadway,Manhattan,10002,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Henry Street Settlement,293 East Broadway,"Manhattan, NY 10002"
POINT (-73.8525501890308 40.82240171324823),DOE_DYCD85,DOE,21st Century,212-374-5472,Pathways for Youth Boys & Girls Club,131692310,718-828-9900,08X138,PS 138,2060,Lafayette Avenue,Bronx,10473,School,0,unknown,yes,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Pathways for Youth Boys & Girls Club,2060 Lafayette Avenue,"Bronx, NY 10473"
POINT (-73.88229921750457 40.840684414296426),DOE_DYCD86,DOE,21st Century,212-374-5472,Phipps Community Development,132707665,212-243-9090,12X006,PS 6,1000,East Tremont Avenue,Bronx,10460,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Phipps Comm. Dev.,1000 East Tremont Avenue,"Bronx, NY 10460"
POINT (-73.92750669875221 40.701035754363396),DOE_DYCD91,DOE,21st Century,212-374-5472,Ridgewood Bushwick Senior Citizen's Council,112453853,718-821-0254,32K347,IS 347/IS 349,35,Starr Street,Brooklyn,11221,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Ridgewood Bushwick Senior Citizen's Council,35 Starr Street,"Brooklyn, NY 11221"
POINT (-73.86010169078187 40.88063038083463),DOE_DYCD40,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X113,JHS 113,3710,Barnes Ave,Bronx,10467,School,0,unknown,yes,unknown,unknown,No,yes,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3710 Barnes Ave,"Bronx, NY 10467"
POINT (-73.83974835726498 40.88435997060425),DOE_DYCD39,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X111,PS 111,3740,Baychester Avenue,Bronx,10466,School,0,unknown,yes,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3740 Baychester Avenue,"Bronx, NY 10466"
POINT (-73.84052260871884 40.88627757103947),DOE_DYCD41,DOE,21st Century,212-374-5472,Gloria Wise Boys & Girls Club-YAC,133287608,718-379-2830,11X142,MS 142,3750,Baychester Avenue,Bronx,10466,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Gloria Wise Boys & Girls Club-YAC,3750 Baychester Avenue,"Bronx, NY 10466"
POINT (-73.90454424047888 40.77568208913564),DOE_DYCD42,DOE,21st Century,212-374-5472,Goodwill Industries of Greater NY & Northern NJ,131641068,718-777-6306,30Q141,IS 141,37-11,21st Avenue,Queens,11105,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Goodwill Industries of Greater NY & Northern NJ,37-11 21st Avenue,"Queens, NY 11105"
POINT (-73.85254800153915 40.73087502664277),DOE_DYCD61,DOE,21st Century,212-374-5472,New York City Mission Society,135562301,212-674-3500,28Q175,PS 175,64-35,102nd Street,Queens,11374,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - NY City Mission Society,64-35 102nd Street,"Queens, NY 11374"
POINT (-73.91098569201694 40.65715755567623),DOE_DYCD68,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K165,PS 165,76,Lott Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,76 Lott Avenue,"Brooklyn, NY 11212"
POINT (-73.91360049524685 40.65996163042175),DOE_DYCD70,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K183,PS 183,76,Riverdale Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,76 Riverdale Avenue,"Brooklyn, NY 11212"
POINT (-73.90775168943998 40.671105494224776),DOE_DYCD75,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K298,Dr. Betty Shabazz School,85,Watkins Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,85 Watkins Street,"Brooklyn, NY 11212"
POINT (-73.91804246208301 40.66553155034236),DOE_DYCD67,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K156,PS 156,104,Sutter Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,104 Sutter Avenue,"Brooklyn, NY 11212"
