"","GEOID","Adjusted.Grade","New.","Other.Location.Code.in.LCGMS","School.Name","SED.Code","Location.Code","District","Latitude","Longitude","Address..Full.","City","Zip","Grades","Grade.Low","Grade.High","Community.School.","Economic.Need.Index","School.Income.Estimate","Percent.ELL","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.Black...Hispanic","Percent.White","Student.Attendance.Rate","Percent.of.Students.Chronically.Absent","Rigorous.Instruction..","Rigorous.Instruction.Rating","Collaborative.Teachers..","Collaborative.Teachers.Rating","Supportive.Environment..","Supportive.Environment.Rating","Effective.School.Leadership..","Effective.School.Leadership.Rating","Strong.Family.Community.Ties..","Strong.Family.Community.Ties.Rating","Trust..","Trust.Rating","Student.Achievement.Rating","Average.ELA.Proficiency","Average.Math.Proficiency","NumOfLibraries","NumOfAfterSchoolProgs","NumOfLowIncomeUnits","SchoolGEOID","MedianHldIncome","IncomeToPovertyRatio","ChildPoverty","CountofSNAPHlds","HealthCoverage"
"51","36005006100","","","","BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL",3.21e+11,"84X389",7,40.818739,-73.927164,"750 CONCOURSE VILLAGE W-LOWER LEVEL BRONX, NY 10451","BRONX",10451,"0K,01,02,03,04,05","0K",5,"No","0.77","29416.51",0.09,0.01,0.28,0.67,0.95,0.01,"0.96","0.09","0.91","Meeting Target","0.92","Meeting Target","0.78","Meeting Target","0.86","Meeting Target","0.83","Meeting Target","0.9","Meeting Target","Meeting Target","2.69","2.81",5,67,95,"360050061003006",42713,847,388,2175,3878
"52","36005006100","","","","CONCOURSE VILLAGE ELEMENTARY SCHOOL",3.21e+11,"07X359",7,40.823009,-73.92284,"750 CONCOURSE VILLAGE W BRONX, NY 10451","BRONX",10451,"PK,0K,01,02,03,04,05","PK",5,"No","0.9","28756.98",0.23,0,0.33,0.62,0.95,0.03,"0.92","0.32","1","N/A","1","N/A","0.99","N/A","0.98","N/A","0.91","N/A","0.99","N/A","N/A","N/A","N/A",4,71,91,"360050061003000",42713,847,388,2175,3878
"53","36005006300","","","","P.S. X114 - LUIS LLORENS TORRES SCHOOLS",3.21e+11,"09X114",9,40.835007,-73.923347,"1155 CROMWELL AVE BRONX, NY 10452","BRONX",10452,"0K,01,02,03,04","0K",4,"No","0.9","26823.06",0.33,0.04,0.22,0.71,0.93,0.02,"0.92","0.31","0.95","Meeting Target","0.93","Meeting Target","0.95","Meeting Target","0.86","Meeting Target","0.83","Approaching Target","0.93","Meeting Target","Approaching Target","2.07","2.19",5,59,100,"360050063001000",31926,1035,895,1839,4260
"54","36005006500","","","","KIPP ACADEMY CHARTER SCHOOL",3.21e+11,"84X704",7,40.816194,-73.926169,"201 E 144TH ST BRONX, NY 10451","BRONX",10451,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.76","N/A",0.08,0,0.4,0.58,0.98,0.01,"0.96","0.1","0.84","Approaching Target","0.88","Meeting Target","0.84","Meeting Target","0.85","Meeting Target","0.87","Meeting Target","0.91","Meeting Target","Meeting Target","2.42","2.87",5,65,75,"360050065001003",22365,1096,1713,1927,5583
"55","36005006700","","","","P.S. 001 COURTLANDT SCHOOL",3.21e+11,"07X001",7,40.819101,-73.91941,"335 E 152ND ST BRONX, NY 10451","BRONX",10451,"PK,0K,01,02,03,04,05","PK",5,"No","0.92","23144.32",0.25,0,0.23,0.74,0.97,0.02,"0.92","0.33","0.9","Meeting Target","0.89","Meeting Target","0.9","Meeting Target","0.78","Approaching Target","0.83","Meeting Target","0.91","Meeting Target","Approaching Target","2.19","2.23",3,67,78,"360050067002001",20945,1506,2445,2322,7438
"56","36005006900","","","","P.S./M.S. 029 MELROSE SCHOOL",3.21e+11,"07X029",7,40.821611,-73.916768,"758 COURTLANDT AVE BRONX, NY 10451","BRONX",10451,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.89","23911.23",0.13,0.03,0.28,0.67,0.96,0.01,"0.91","0.35","0.9","Exceeding Target","0.91","Exceeding Target","0.92","Meeting Target","0.81","Meeting Target","0.84","Meeting Target","0.93","Meeting Target","Approaching Target","2.12","2.12",3,65,101,"360050069002004",26513,1884,2826,2633,8634
"57","36005007300","","","","HOSTOS-LINCOLN ACADEMY OF SCIENCE",3.21e+11,"07X500",7,40.814702,-73.912036,"600 ST ANNS AVE BRONX, NY 10455","BRONX",10455,"06,07,08,09,10,11,12","6",12,"No","0.8","N/A",0.05,0.03,0.18,0.76,0.94,0.01,"0.93","0.21","0.83","Approaching Target","0.79","Approaching Target","0.76","Approaching Target","0.71","Approaching Target","0.77","Meeting Target","0.86","Meeting Target","Approaching Target","2.26","2.19",4,65,69,"360050073003002",19925,874,1253,1322,4018
"58","36005007300","","","","P.S. 5 PORT MORRIS",3.21e+11,"07X005",7,40.813613,-73.908429,"564 JACKSON AVE BRONX, NY 10455","BRONX",10455,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.91","22754.7",0.24,0,0.27,0.71,0.98,0.01,"0.91","0.36","0.9","Meeting Target","0.87","Meeting Target","0.81","Approaching Target","0.79","Meeting Target","0.82","Approaching Target","0.85","Approaching Target","Approaching Target","2.15","2.11",3,63,62,"360050073001002",19925,874,1253,1322,4018
"59","36005007300","","","","J.H.S. 162 LOLA RODRIGUEZ DE TIO",3.21e+11,"07X162",7,40.814702,-73.912036,"600 ST ANNS AVE BRONX, NY 10455","BRONX",10455,"06,07,08","6",8,"Yes","0.91","N/A",0.24,0.01,0.29,0.7,0.99,0.01,"0.89","0.39","0.92","Meeting Target","0.93","Meeting Target","0.85","Meeting Target","0.88","Meeting Target","0.82","Meeting Target","0.93","Meeting Target","Approaching Target","2.04","1.96",4,65,69,"360050073003002",19925,874,1253,1322,4018
"60","36005007400","","","","P.S. 138 SAMUEL RANDALL",3.21e+11,"08X138",8,40.822374,-73.852831,"2060 LAFAYETTE AVE BRONX, NY 10473","BRONX",10473,"PK,0K,01,02,03,04,05","PK",5,"No","0.85","35635.81",0.04,0.02,0.26,0.7,0.95,0.01,"0.89","0.42","0.94","Approaching Target","0.97","Exceeding Target","0.92","Approaching Target","0.86","Meeting Target","0.81","Approaching Target","0.95","Meeting Target","Approaching Target","2.32","2.39",3,25,20,"360050074002000",39375,814,829,1383,3701
"61","36005007500","","","","P.S. 157 GROVE HILL",3.21e+11,"07X157",7,40.819262,-73.909065,"757 CAULDWELL AVE BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05","PK",5,"No","0.88","26508.27",0.09,0,0.3,0.69,0.99,0,"0.9","0.41","0.92","Exceeding Target","0.91","Exceeding Target","0.93","Meeting Target","0.8","Meeting Target","0.82","Approaching Target","0.92","Meeting Target","Meeting Target","2.32","2.41",5,71,100,"360050075002004",26401,1530,1931,2221,6000
"62","36005007600","","","","P.S. 047 JOHN RANDOLPH",3.21e+11,"12X047",12,40.832525,-73.866982,"1794 E 172ND ST BRONX, NY 10472","BRONX",10472,"0K,01,02,03,04,05","0K",5,"No","0.86","33612.34",0.25,0.12,0.16,0.68,0.84,0.02,"0.93","0.24","0.97","Meeting Target","0.94","Meeting Target","0.96","Meeting Target","0.84","Meeting Target","0.85","Meeting Target","0.94","Exceeding Target","Meeting Target","2.3","2.28",4,29,33,"360050076004005",34778,1073,1098,1596,4913
"63","36005007700","","","","ACADEMY OF PUBLIC RELATIONS",3.21e+11,"07X298",7,40.818906,-73.905333,"778 FOREST AVE BRONX, NY 10456","BRONX",10456,"06,07,08","6",8,"No","0.88","N/A",0.23,0,0.26,0.72,0.98,0.01,"0.9","0.37","0.82","Meeting Target","0.92","Meeting Target","0.75","Approaching Target","0.92","Exceeding Target","0.75","Approaching Target","0.91","Meeting Target","Meeting Target","2.14","1.97",4,66,103,"360050077001010",30912,480,516,629,2040
"64","36005007700","","","","SOUTH BRONX ACADEMY FOR APPLIED MEDIA",3.21e+11,"07X296",7,40.818906,-73.905333,"778 FOREST AVE BRONX, NY 10456","BRONX",10456,"06,07,08","6",8,"No","0.91","N/A",0.13,0.01,0.34,0.63,0.97,0.01,"0.89","0.38","0.78","Approaching Target","0.75","Approaching Target","0.82","Approaching Target","0.71","Approaching Target","0.71","Not Meeting Target","0.83","Approaching Target","Approaching Target","2.13","2.04",4,66,103,"360050077001010",30912,480,516,629,2040
"65","36005007800","","","","P.S. 036 UNIONPORT",3.21e+11,"08X036",8,40.829446,-73.849749,"1070 CASTLE HILL AVE BRONX, NY 10472","BRONX",10472,"PK,0K,01,02,03,04,05","PK",5,"No","0.78","39933.44",0.16,0.19,0.11,0.64,0.76,0.03,"0.93","0.24","0.94","Meeting Target","0.95","Meeting Target","0.96","Meeting Target","0.86","Meeting Target","0.87","Meeting Target","0.96","Exceeding Target","Exceeding Target","2.6","2.73",3,22,11,"360050078001006",40083,1435,1714,1999,6535
"66","36005007900","","","","P.S. 161 JUAN PONCE DE LEON SCHOOL",3.21e+11,"07X161",7,40.814507,-73.905159,"628 TINTON AVE BRONX, NY 10455","BRONX",10455,"PK,0K,01,02,03,04,05","PK",5,"No","0.91","25153.14",0.19,0.01,0.23,0.73,0.96,0.02,"0.91","0.37","0.9","Approaching Target","0.87","Meeting Target","0.91","Meeting Target","0.71","Approaching Target","0.79","Approaching Target","0.86","Meeting Target","Meeting Target","2.33","2.48",2,61,74,"360050079004000",25651,1456,2059,2293,6633
"67","36005007900","","","","P.S. 025 BILINGUAL SCHOOL",3.21e+11,"07X025",7,40.812854,-73.905725,"811 E 149TH ST BRONX, NY 10455","BRONX",10455,"PK,0K,01,02,03,04,05,SE","PK",5,"No","0.86","26194.38",0.14,0.01,0.11,0.87,0.97,0.01,"0.93","0.23","0.93","Meeting Target","0.89","Meeting Target","0.91","Meeting Target","0.8","Meeting Target","0.82","Approaching Target","0.9","Meeting Target","Meeting Target","2.37","2.42",3,61,64,"360050079004004",25651,1456,2059,2293,6633
"68","36005008300","","","","M.S. 302 LUISA DESSUS CRUZ",3.21e+11,"08X302",8,40.815971,-73.901686,"681 KELLY ST BRONX, NY 10455","BRONX",10455,"06,07,08","6",8,"No","0.91","N/A",0.25,0.01,0.2,0.77,0.98,0.01,"0.87","0.48","0.82","Approaching Target","0.84","Meeting Target","0.95","Meeting Target","0.76","Approaching Target","0.77","Approaching Target","0.92","Meeting Target","Meeting Target","2.22","2.17",2,53,82,"360050083001001",22704,1559,2142,2120,6865
"69","36005008300","","","","P.S. 062 INOCENSIO CASANOVA",3.21e+11,"08X062",8,40.813875,-73.90019,"660 FOX ST BRONX, NY 10455","BRONX",10455,"PK,0K,01,02,03,04,05","PK",5,"No","0.9","23837.79",0.11,0,0.2,0.77,0.96,0.03,"0.91","0.35","0.89","Meeting Target","0.94","Exceeding Target","0.92","Meeting Target","0.86","Meeting Target","0.85","Meeting Target","0.95","Meeting Target","Meeting Target","2.15","2.35",2,50,67,"360050083004000",22704,1559,2142,2120,6865
"70","36005008300","","","","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX",3.21e+11,"84X487",8,40.815971,-73.901686,"681 KELLY ST-RM 205 BRONX, NY 10455","BRONX",10455,"0K,01,02,03,04,05","0K",5,"No","0.76","29665.65",0.05,0,0.33,0.64,0.97,0.01,"0.95","0.14","0.9","Meeting Target","0.95","Exceeding Target","0.89","Meeting Target","0.88","Exceeding Target","0.9","Exceeding Target","0.94","Exceeding Target","Meeting Target","2.67","2.87",2,53,82,"360050083001001",22704,1559,2142,2120,6865
"71","36005008500","","","","P.S. 130 ABRAM STEVENS HEWITT",3.21e+11,"08X130",8,40.817778,-73.901831,"750 PROSPECT AVE BRONX, NY 10455","BRONX",10455,"PK,0K,01,02,03,04,05","PK",5,"No","0.87","24977.29",0.23,0.02,0.23,0.73,0.96,0.02,"0.92","0.27","0.95","Meeting Target","0.92","Meeting Target","0.93","Meeting Target","0.85","Meeting Target","0.86","Meeting Target","0.95","Exceeding Target","Meeting Target","2.07","2.22",3,57,94,"360050085003001",28403,1276,1436,1906,6157
"72","36005008700","","","","P.S. 333 - THE MUSEUM SCHOOL",3.21e+11,"08X333",8,40.820082,-73.898647,"888 REV J A POLITE AVE BRONX, NY 10459","BRONX",10459,"PK,0K,01,02,03","PK",3,"No","0.92","26448.84",0.24,0,0.2,0.77,0.97,0.02,"0.89","0.46","0.89","Approaching Target","0.8","Approaching Target","0.91","Approaching Target","0.62","Not Meeting Target","0.78","Approaching Target","0.85","Approaching Target","Meeting Target","2.22","2.21",3,56,98,"360050087001001",29152,1400,1622,1950,6262
"73","36005008700","","","","THE ACADEMY OF THE ARTS",3.21e+11,"08X335",8,40.820082,-73.898647,"888 REV J A POLITE AVE BRONX, NY 10459","BRONX",10459,"04,05","4",5,"No","0.89","25876.53",0.18,0.01,0.3,0.67,0.96,0.01,"0.92","0.34","0.95","Meeting Target","0.96","Meeting Target","0.97","Meeting Target","0.95","Exceeding Target","0.86","Meeting Target","0.98","Exceeding Target","Meeting Target","2.27","2.54",3,56,98,"360050087001001",29152,1400,1622,1950,6262
"74","36005008900","","","","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",3.21e+11,"08X269",8,40.820398,-73.892938,"928 SIMPSON ST BRONX, NY 10459","BRONX",10459,"06,07,08,09,10,11,12","6",12,"Yes","0.85","N/A",0.14,0.01,0.22,0.76,0.98,0.01,"0.92","0.29","0.81","Approaching Target","0.84","Meeting Target","0.79","Approaching Target","0.82","Meeting Target","0.75","Approaching Target","0.91","Meeting Target","Meeting Target","2.24","2.15",3,45,90,"360050089001001",26711,714,1030,1160,3323
"75","36005009000","","","","GRAND CONCOURSE CHARTER SCHOOL",3.21e+11,"84X165",8,40.825693,-73.838405,"925 HUTCHINSON PARKWAY BRONX, NY 10465","BRONX",10465,"0K,01,02,03,04,05","0K",5,"No","0.85","25916.69",0.18,0.03,0.4,0.54,0.94,0.02,"0.95","0.15","0.98","Exceeding Target","0.91","Meeting Target","0.98","Exceeding Target","0.85","Meeting Target","0.88","Meeting Target","0.94","Exceeding Target","Exceeding Target","2.83","3.07",1,14,0,"360050090002006",28631,891,920,1183,3636
"76","36005009300","","","","P.S. 048 JOSEPH R. DRAKE",3.21e+11,"08X048",8,40.814228,-73.886889,"1290 SPOFFORD AVE BRONX, NY 10474","BRONX",10474,"PK,0K,01,02,03,04,05","PK",5,"No","0.92","27859.91",0.18,0.01,0.26,0.71,0.97,0.01,"0.92","0.31","0.88","Meeting Target","0.84","Meeting Target","0.86","Meeting Target","0.68","Approaching Target","0.77","Not Meeting Target","0.84","Approaching Target","Meeting Target","2.1","2.18",1,29,45,"360050093005001",30811,1197,1677,1665,5817
"77","36005009600","","","","P.S./M.S. 194",3.21e+11,"11X194",11,40.835236,-73.846547,"2365 WATERBURY AVE BRONX, NY 10462","BRONX",10462,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.76","45253.24",0.14,0.33,0.08,0.53,0.61,0.04,"0.95","0.16","0.92","Exceeding Target","0.87","Exceeding Target","0.85","Meeting Target","0.79","Meeting Target","0.76","Not Meeting Target","0.88","Meeting Target","Meeting Target","2.5","2.82",3,12,1,"360050096002027",47250,589,603,747,2394
"78","36005011502","","","","BRONX CHARTER SCHOOL FOR THE ARTS",3.21e+11,"84X730",8,40.821798,-73.886463,"950 LONGFELLOW AVE BRONX, NY 10474","BRONX",10474,"0K,01,02,03,04,05,06","0K",6,"No","0.84","29096.71",0.15,0.01,0.28,0.67,0.96,0.02,"0.93","0.22","0.87","Approaching Target","0.84","Meeting Target","0.84","Approaching Target","0.77","Meeting Target","0.85","Meeting Target","0.84","Approaching Target","Exceeding Target","2.74","3.19",3,45,63,"360050115021005",22321,930,1401,1315,4505
"79","36005011700","","","","HYDE LEADERSHIP CHARTER SCHOOL",3.21e+11,"84X345",8,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474","BRONX",10474,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.78","27967.11",0.08,0,0.34,0.65,0.98,0.01,"0.95","0.09","0.82","Approaching Target","0.84","Meeting Target","0.84","Meeting Target","0.81","Meeting Target","0.88","Meeting Target","0.9","Meeting Target","Meeting Target","2.41","2.53",1,31,50,"360050117001002",26500,394,462,562,1536
"80","36005011700","","","","THE HUNTS POINT SCHOOL",3.21e+11,"08X424",8,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474","BRONX",10474,"06,07,08","6",8,"Yes","0.88","N/A",0.27,0,0.21,0.77,0.98,0.01,"0.9","0.35","0.83","Approaching Target","0.74","Not Meeting Target","0.83","Approaching Target","0.73","Approaching Target","0.82","Meeting Target","0.86","Meeting Target","Meeting Target","2.11","2.02",1,31,50,"360050117001002",26500,394,462,562,1536
"81","36005011900","","","","P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY",3.21e+11,"08X075",8,40.82229,-73.88896,"984 FAILE ST BRONX, NY 10459","BRONX",10459,"PK,0K,01,02,03,04,05","PK",5,"No","0.92","23987.16",0.13,0.01,0.26,0.71,0.97,0.01,"0.91","0.36","0.93","Exceeding Target","0.92","Meeting Target","0.91","Meeting Target","0.83","Meeting Target","0.8","Approaching Target","0.93","Meeting Target","Meeting Target","2.24","2.34",4,51,76,"360050119002001",23224,1133,1488,1860,5179
"82","36005012701","","","","P.S. 150 CHARLES JAMES FOX",3.21e+11,"12X150",12,40.826198,-73.894273,"920 E 167TH ST BRONX, NY 10459","BRONX",10459,"PK,0K,01,02,03,04,05","PK",5,"No","0.88","24836.47",0.22,0.01,0.21,0.76,0.97,0.01,"0.91","0.35","0.92","Meeting Target","0.91","Meeting Target","0.9","Approaching Target","0.81","Meeting Target","0.84","Approaching Target","0.93","Meeting Target","Approaching Target","2.19","2.26",3,59,100,"360050127012002",18777,489,523,739,1946
"83","36005012901","","","","BRONX LIGHTHOUSE CHARTER SCHOOL",3.21e+11,"84X185",12,40.823187,-73.897385,"1001 INTERVALE AVE BRONX, NY 10459","BRONX",10459,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.75","28271.22",0.08,0.01,0.35,0.62,0.97,0,"0.95","0.14","0.82","Approaching Target","0.86","Meeting Target","0.79","Meeting Target","0.85","Meeting Target","0.77","Not Meeting Target","0.86","Approaching Target","Approaching Target","2.33","2.54",3,59,106,"360050129011005",20243,829,1321,1437,4214
"84","36005013100","","","","BRONX LATIN",3.21e+11,"12X267",12,40.827387,-73.900529,"800 HOME ST BRONX, NY 10456","BRONX",10456,"06,07,08,09,10,11,12","6",12,"No","0.84","N/A",0.12,0.02,0.21,0.77,0.98,0,"0.94","0.13","0.93","Exceeding Target","0.97","Exceeding Target","0.91","Exceeding Target","0.96","Exceeding Target","0.87","Exceeding Target","0.96","Exceeding Target","Exceeding Target","2.34","2.33",4,61,123,"360050131001002",29114,1083,1721,1627,5006
"85","36005013100","","","","DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL",3.21e+11,"84X482",12,40.827387,-73.900529,"800 HOME ST-RM 205 BRONX, NY 10456","BRONX",10456,"06,07,08,09,10,11,12","6",12,"No","0.83","N/A",0.1,0.01,0.32,0.65,0.97,0.01,"0.93","0.23","0.85","Meeting Target","0.89","Meeting Target","0.83","Meeting Target","0.83","Meeting Target","0.81","Meeting Target","0.9","Meeting Target","Meeting Target","2.23","2.48",4,61,123,"360050131001002",29114,1083,1721,1627,5006
"86","36005013500","","","","URBAN SCHOLARS COMMUNITY SCHOOL",3.21e+11,"12X463",12,40.828715,-73.900452,"1180 TINTON AVE BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05","PK",5,"Yes","0.92","28867.61",0.16,0.01,0.47,0.52,0.99,0.01,"0.92","0.33","0.96","Meeting Target","0.91","Meeting Target","0.89","Meeting Target","0.86","Meeting Target","0.87","Meeting Target","0.93","Meeting Target","Meeting Target","2.13","2.1",4,60,117,"360050135003001",25947,978,996,1339,3847
"87","36005013500","","","","P.S. 212",3.21e+11,"12X212",12,40.828715,-73.900452,"1180 TINTON AVE BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.89","26962.88",0.19,0.01,0.35,0.61,0.95,0.01,"0.91","0.35","0.89","Approaching Target","0.9","Meeting Target","0.84","Approaching Target","0.84","Meeting Target","0.78","Approaching Target","0.9","Meeting Target","Meeting Target","2.15","2.26",4,60,117,"360050135003001",25947,978,996,1339,3847
"88","36005014500","","","","P.S. 132 GARRET A. MORGAN",3.21e+11,"09X132",9,40.832081,-73.906951,"1245 WASHINGTON AVE BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05","PK",5,"No","0.93","22702.97",0.13,0,0.44,0.54,0.98,0,"0.89","0.44","0.95","Meeting Target","0.76","Approaching Target","0.71","Approaching Target","0.6","Not Meeting Target","0.75","Not Meeting Target","0.74","Not Meeting Target","Approaching Target","2.07","2.18",5,61,125,"360050145003001",24301,1530,2800,2273,7683
"89","36005014500","","","","HARRIET TUBMAN CHARTER SCHOOL",3.21e+11,"84X706",9,40.832272,-73.905817,"3565 3RD AVE BRONX, NY 10456","BRONX",10456,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.83","24172.46",0.11,0,0.68,0.31,0.98,0.01,"0.94","0.24","0.93","Meeting Target","0.9","Meeting Target","0.88","Meeting Target","0.88","Exceeding Target","0.88","Meeting Target","0.93","Meeting Target","Meeting Target","2.5","2.85",4,61,126,"360050145003000",24301,1530,2800,2273,7683
"90","36005014701","","","","I.S. 219 NEW VENTURE SCHOOL",3.21e+11,"09X219",9,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456","BRONX",10456,"06,07,08","6",8,"Yes","0.93","N/A",0.31,0.01,0.37,0.61,0.98,0.01,"0.9","0.35","0.82","Approaching Target","0.66","Not Meeting Target","0.81","Approaching Target","0.63","Not Meeting Target","0.7","Approaching Target","0.79","Approaching Target","Approaching Target","1.98","1.92",5,63,123,"360050147012000",16170,1488,2372,1996,6998
"91","36005014701","","","","KAPPA",3.21e+11,"09X215",9,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456","BRONX",10456,"05,06,07,08","5",8,"No","0.84","N/A",0.15,0.06,0.45,0.48,0.93,0,"0.95","0.12","0.88","Meeting Target","0.86","Meeting Target","0.84","Meeting Target","0.77","Approaching Target","0.75","Approaching Target","0.88","Meeting Target","Meeting Target","2.48","2.67",5,63,123,"360050147012000",16170,1488,2372,1996,6998
"92","36005014702","","","","P.S. 055 BENJAMIN FRANKLIN",3.21e+11,"09X055",9,40.835973,-73.904838,"450 ST PAUL'S PL BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05","PK",5,"Yes","0.94","19445.65",0.11,0,0.47,0.52,0.99,0,"0.92","0.28","0.86","Approaching Target","0.78","Approaching Target","0.83","Approaching Target","0.74","Approaching Target","0.81","Approaching Target","0.9","Meeting Target","Approaching Target","2.04","2.15",5,64,133,"360050147022002",18276,1321,1683,1645,5302
"93","36005014702","","","","SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2",3.21e+11,"84X494",9,40.835973,-73.904838,"450 ST PAUL'S PL-5TH FL BRONX, NY 10456","BRONX",10456,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.79","27365.08",0.07,0.01,0.63,0.34,0.98,0.01,"0","1","0.99","Exceeding Target","0.95","Exceeding Target","0.98","Meeting Target","0.88","Exceeding Target","0.94","Exceeding Target","0.97","Exceeding Target","Exceeding Target","3.16","3.91",5,64,133,"360050147022002",18276,1321,1683,1645,5302
"94","36005014900","","","","P.S. 063 AUTHOR'S ACADEMY",3.21e+11,"09X063",9,40.830895,-73.902386,"1260 FRANKLIN AVE BRONX, NY 10456","BRONX",10456,"PK,0K,01,02,03,04,05","PK",5,"No","0.89","25772.81",0.19,0,0.36,0.61,0.97,0.03,"0.9","0.39","0.96","Exceeding Target","0.94","Exceeding Target","0.94","Meeting Target","0.88","Exceeding Target","0.86","Meeting Target","0.95","Exceeding Target","Exceeding Target","2.55","2.65",5,64,119,"360050149003001",25057,889,1243,1463,4321
