Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency
,,,BATTERY PARK CITY SCHOOL,3.10E+11,02M276,2,40.706563,-74.017528,"55 BATTERY PL NEW YORK, NY 10011",NEW YORK,10011,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.11,140085.12,0.02,0.21,0.04,0.11,0.15,0.56,0.96,0.08,0.92,Exceeding Target,0.94,Meeting Target,0.88,Meeting Target,0.92,Exceeding Target,0.9,Exceeding Target,0.93,Meeting Target,Meeting Target,3.16,3.32
,,,I.S. 289,3.10E+11,02M289,2,40.716867,-74.013623,"201 WARREN ST NEW YORK, NY 10282",NEW YORK,10282,"06,07,08",6,8,No,0.31,N/A,0.01,0.38,0.08,0.13,0.21,0.38,0.97,0.02,0.91,Meeting Target,0.97,Exceeding Target,0.82,Meeting Target,0.95,Exceeding Target,0.84,Meeting Target,0.93,Meeting Target,Meeting Target,3.18,3.26
,,,P.S. 290 MANHATTAN NEW SCHOOL,3.10E+11,02M290,2,40.775137,-73.952812,"311 E 82ND ST NEW YORK, NY 10028",NEW YORK,10028,"0K,01,02,03,04,05",0K,5,No,0.06,107878.64,0.03,0.11,0.01,0.09,0.1,0.73,0.96,0.06,0.92,Exceeding Target,0.96,Exceeding Target,0.97,Exceeding Target,0.92,Exceeding Target,0.93,Exceeding Target,0.97,Exceeding Target,Exceeding Target,3.37,3.75
,,,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,3.10E+11,02M312,2,40.742571,-74.002371,"333 W 17TH ST NEW YORK, NY 10011",NEW YORK,10011,"06,07,08",6,8,No,0.31,N/A,0.01,0.47,0.02,0.07,0.1,0.34,0.98,0.02,0.88,Meeting Target,0.91,Exceeding Target,0.9,Exceeding Target,0.83,Meeting Target,0.85,Meeting Target,0.92,Meeting Target,Exceeding Target,3.62,3.94
,x,,THE PECK SLIP SCHOOL,3.10E+11,02M343,2,40.708639,-74.001925,"1 PECK SLIP NEW YORK, NY 10038",NEW YORK,10038,"0K,01,02,03,04,05",0K,5,No,N/A,118322.46,0.05,0.16,0.03,0.13,0.16,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,3.10E+11,02M347,2,40.738621,-73.981534,"223 E 23RD ST NEW YORK, NY 10010",NEW YORK,10010,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.81,51287.22,0.06,0.04,0.22,0.46,0.68,0.23,0.92,0.29,0.82,Meeting Target,0.68,Not Meeting Target,0.91,Meeting Target,0.53,Not Meeting Target,0.82,Approaching Target,0.82,Meeting Target,Meeting Target,2.32,2.23
,,,SPRUCE STREET SCHOOL,3.10E+11,02M397,2,40.711057,-74.005361,"12 SPRUCE ST NEW YORK, NY 10018",NEW YORK,10018,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.06,143926.53,0.02,0.14,0.03,0.12,0.15,0.58,0.96,0.06,0.97,Meeting Target,0.93,Meeting Target,0.97,Exceeding Target,0.93,Exceeding Target,0.94,Exceeding Target,0.95,Meeting Target,Exceeding Target,3.29,3.58
,,,INSTITUTE FOR COLLABORATIVE EDUCATION,3.10E+11,02M407,2,40.732676,-73.982576,"345 E 15TH ST NEW YORK, NY 10003",NEW YORK,10003,"06,07,08,09,10,11,12",6,12,No,0.26,N/A,0,0.07,0.16,0.16,0.32,0.55,0.96,0.13,0.94,Exceeding Target,0.98,Exceeding Target,0.9,Exceeding Target,0.98,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Approaching Target,3.28,2.95
,,,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,3.10E+11,02M408,2,40.761329,-73.988669,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,"06,07,08,09,10,11,12",6,12,No,0.33,N/A,0,0.05,0.23,0.2,0.43,0.44,0.96,0.09,0.9,Meeting Target,0.86,Meeting Target,0.84,Meeting Target,0.85,Meeting Target,0.75,Approaching Target,0.91,Meeting Target,Exceeding Target,3.44,3.38
,,,SCHOOL OF THE FUTURE HIGH SCHOOL,3.10E+11,02M413,2,40.739095,-73.985349,"127 E 22ND ST NEW YORK, NY 10010",NEW YORK,10010,"06,07,08,09,10,11,12",6,12,No,0.36,N/A,0.01,0.15,0.11,0.29,0.4,0.37,0.97,0.06,0.88,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.91,Exceeding Target,0.76,Meeting Target,0.92,Meeting Target,Meeting Target,3.05,3.21
,,,QUEST TO LEARN,3.10E+11,02M422,2,40.743368,-74.002547,"351 W 18TH ST NEW YORK, NY 10011",NEW YORK,10011,"06,07,08,09,10,11,12",6,12,No,0.41,N/A,0.03,0.11,0.19,0.35,0.54,0.29,0.95,0.11,0.83,Approaching Target,0.79,Meeting Target,0.82,Meeting Target,0.74,Approaching Target,0.8,Meeting Target,0.86,Approaching Target,Meeting Target,2.94,2.76
,,,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",3.10E+11,02M442,2,40.73854,-73.989485,"890 BROADWAY NEW YORK, NY 10003",NEW YORK,10003,"04,05,06,07,08",4,8,No,0.47,56095.12,0,0.36,0.25,0.16,0.41,0.19,0.96,0.07,0.98,Exceeding Target,0.98,Exceeding Target,0.92,Meeting Target,0.94,Exceeding Target,0.84,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.21,3.65
,x,,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,3.10E+11,02M527,2,40.78058,-73.94791,"323 E 91ST ST NEW YORK, NY 10128",NEW YORK,10128,"0K,01,02,03,04,05",0K,5,No,N/A,87424.06,0.01,0.15,0.02,0.19,0.21,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,LIFE SCIENCES SECONDARY SCHOOL,3.10E+11,02M655,2,40.783283,-73.945937,"320 E 96TH ST NEW YORK, NY 10128",NEW YORK,10128,"06,07,08,09,10,11,12",6,12,No,0.77,N/A,0.06,0.05,0.31,0.6,0.91,0.02,0.9,0.3,0.9,Meeting Target,0.9,Approaching Target,0.77,Approaching Target,0.67,Not Meeting Target,0.65,Not Meeting Target,0.81,Approaching Target,Approaching Target,2.24,1.95
,,,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,3.10E+11,02M896,2,40.705442,-74.012888,"26 BROADWAY-6TH FL NEW YORK, NY 10004",NEW YORK,10004,"06,07,08",6,8,No,0.56,N/A,0.08,0.4,0.09,0.2,0.29,0.27,0.96,0.08,0.84,Meeting Target,0.93,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,0.85,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.77,2.88
,,,CITY KNOLL MIDDLE SCHOOL,3.10E+11,02M933,2,40.753389,-73.997896,"425 W 33RD ST NEW YORK, NY 10001",NEW YORK,10001,"06,07,08",6,8,No,0.61,N/A,0.07,0.1,0.2,0.47,0.67,0.2,0.95,0.19,0.9,N/A,0.95,N/A,0.8,N/A,0.93,N/A,0.78,N/A,0.93,N/A,N/A,2.7,2.58
,,,P.S. 009 SARAH ANDERSON,3.10E+11,03M009,3,40.785101,-73.973867,"100 W 84TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,5,No,0.22,95312.63,0.03,0.09,0.05,0.21,0.26,0.59,0.96,0.06,1,Exceeding Target,0.95,Exceeding Target,0.99,Exceeding Target,0.91,Exceeding Target,0.9,Exceeding Target,0.96,Exceeding Target,Exceeding Target,3.38,3.66
,,,J.H.S. 054 BOOKER T. WASHINGTON,3.10E+11,03M054,3,40.800512,-73.962802,"103 W 107TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.22,N/A,0.02,0.09,0.08,0.12,0.2,0.64,0.96,0.05,0.85,N/A,0.83,N/A,0.87,N/A,0.8,Approaching Target,0.84,Meeting Target,0.9,Meeting Target,Exceeding Target,3.46,3.7
,,,P.S. 075 EMILY DICKINSON,3.10E+11,03M075,3,40.79511,-73.973988,"735 WEST END AVE NEW YORK, NY 10025",NEW YORK,10025,"0K,01,02,03,04,05",0K,5,No,0.6,56614.57,0.13,0.02,0.23,0.56,0.8,0.16,0.94,0.22,0.93,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,0.8,Meeting Target,0.92,Exceeding Target,0.92,Meeting Target,Exceeding Target,2.63,2.83
,,,P.S. 076 A. PHILIP RANDOLPH,3.10E+11,03M076,3,40.806541,-73.951368,"220 W 121ST ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.85,39051.13,0.09,0.01,0.8,0.16,0.96,0.03,0.9,0.42,0.91,Meeting Target,0.95,Meeting Target,0.93,Meeting Target,0.89,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.39,2.24
,,,P.S. 084 LILLIAN WEBER,3.10E+11,03M084,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,5,No,0.5,64633.18,0.1,0.03,0.13,0.42,0.55,0.38,0.95,0.14,0.92,Meeting Target,0.94,Exceeding Target,0.97,Exceeding Target,0.81,Meeting Target,0.89,Meeting Target,0.93,Meeting Target,Meeting Target,2.76,3
,,,P.S. 087 WILLIAM SHERMAN,3.10E+11,03M087,3,40.781788,-73.978008,"160 W 78TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,5,No,0.1,111115.15,0.04,0.07,0.05,0.15,0.2,0.64,0.96,0.06,0.92,Meeting Target,0.8,Approaching Target,0.97,Meeting Target,0.69,Not Meeting Target,0.93,Exceeding Target,0.84,Approaching Target,Exceeding Target,3.38,3.59
,,,"P.S. 145, THE BLOOMINGDALE SCHOOL",3.10E+11,03M145,3,40.79909,-73.965359,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,5,No,0.84,44727.39,0.13,0.02,0.25,0.63,0.88,0.07,0.91,0.35,0.91,Approaching Target,0.85,Meeting Target,0.89,Approaching Target,0.76,Approaching Target,0.82,Approaching Target,0.84,Approaching Target,Approaching Target,2.12,2.16
,,,P.S. 149 SOJOURNER TRUTH,3.10E+11,03M149,3,40.802666,-73.948256,"41 W 117TH ST NEW YORK, NY 10026",NEW YORK,10026,"PK,0K,01,02,03,04,05,06,07,08",PK,8,Yes,0.88,37110.83,0.09,0.03,0.64,0.27,0.92,0.02,0.91,0.37,0.83,Approaching Target,0.7,Not Meeting Target,0.77,Approaching Target,0.6,Not Meeting Target,0.81,Approaching Target,0.82,Approaching Target,Approaching Target,2.1,2.03
,,,P.S. 163 ALFRED E. SMITH,3.10E+11,03M163,3,40.794945,-73.968535,"163 W 97TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,5,No,0.5,64272.58,0.07,0.06,0.16,0.46,0.62,0.27,0.95,0.13,0.89,Approaching Target,0.82,Meeting Target,0.91,Meeting Target,0.59,Not Meeting Target,0.91,Meeting Target,0.78,Approaching Target,Meeting Target,2.99,3.3
,,,P.S. 165 ROBERT E. SIMON,3.10E+11,03M165,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.74,48783.74,0.17,0.03,0.14,0.68,0.82,0.13,0.91,0.29,0.87,Meeting Target,0.82,Meeting Target,0.87,Meeting Target,0.73,Approaching Target,0.86,Meeting Target,0.85,Approaching Target,Meeting Target,2.37,2.41
,,,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,3.10E+11,03M166,3,40.788883,-73.972455,"132 W 89TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,5,No,0.22,98595.22,0.02,0.11,0.06,0.17,0.23,0.59,0.96,0.08,0.84,Meeting Target,0.86,Meeting Target,0.95,Meeting Target,0.68,Approaching Target,0.9,Meeting Target,0.84,Approaching Target,Meeting Target,3.3,3.54
,,,P.S. 180 HUGO NEWMAN,3.10E+11,03M180,3,40.807609,-73.955839,"370 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.69,51468.6,0.05,0.01,0.57,0.3,0.87,0.08,0.94,0.19,0.86,Meeting Target,0.86,Exceeding Target,0.86,Meeting Target,0.85,Meeting Target,0.9,Exceeding Target,0.9,Meeting Target,Approaching Target,2.48,2.44
,,,P.S. 191 AMSTERDAM,3.10E+11,03M191,3,40.771743,-73.987572,"210 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,"PK,0K,01,02,03,04,05",PK,5,No,0.76,63947.38,0.08,0.07,0.36,0.45,0.81,0.11,0.91,0.33,0.82,Approaching Target,0.79,Approaching Target,0.82,Approaching Target,0.7,Approaching Target,0.88,Meeting Target,0.88,Meeting Target,Approaching Target,2.23,2.1
,,,P.S. 199 JESSIE ISADOR STRAUS,3.10E+11,03M199,3,40.777766,-73.984736,"270 W 70TH ST NEW YORK, NY 10023",NEW YORK,10023,"0K,01,02,03,04,05",0K,5,No,0.08,115897.33,0.03,0.14,0.02,0.13,0.15,0.63,0.96,0.05,0.94,Exceeding Target,0.93,Exceeding Target,0.99,Exceeding Target,0.9,Exceeding Target,0.94,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.36,3.68
,,,P.S. 208 ALAIN L. LOCKE,3.10E+11,03M208,3,40.798341,-73.950453,"21 W 111TH ST NEW YORK, NY 10026",NEW YORK,10026,"03,04,05",3,5,No,0.88,30321.85,0.11,0.03,0.61,0.34,0.95,0.01,0.93,0.26,0.88,Meeting Target,0.9,Meeting Target,0.82,Meeting Target,0.81,Meeting Target,0.85,Meeting Target,0.91,Meeting Target,Approaching Target,2.25,2.24
,,,STEM INSTITUTE OF MANHATTAN,3.10E+11,03M241,3,40.801651,-73.955295,"240 W 113TH ST NEW YORK, NY 10026",NEW YORK,10026,"0K,01,02,03,04,05",0K,5,No,0.85,44126.71,0.13,0.03,0.53,0.38,0.91,0.04,0.91,0.33,0,N/A,0.94,N/A,0.91,N/A,0.95,N/A,0.88,N/A,0.94,N/A,Not Meeting Target,1.97,1.93
,,,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,3.10E+11,03M242,3,40.806174,-73.948335,"134 W 122ND ST NEW YORK, NY 10027",NEW YORK,10027,"0K,01,02,03,04,05",0K,5,No,0.89,38655.2,0.07,0.01,0.65,0.29,0.94,0.02,0.9,0.37,0.96,Approaching Target,0.76,Approaching Target,0.82,Approaching Target,0.62,Not Meeting Target,0.83,Approaching Target,0.75,Approaching Target,Meeting Target,2.18,2.52
,,,M.S. 243 CENTER SCHOOL,3.10E+11,03M243,3,40.785101,-73.973867,"100 W 84TH ST-RM 310 NEW YORK, NY 10024",NEW YORK,10024,"05,06,07,08",5,8,No,0.18,N/A,0,0.08,0.15,0.12,0.27,0.61,0.98,0,0.96,Exceeding Target,0.91,Meeting Target,0.96,Exceeding Target,0.9,Meeting Target,0.91,Exceeding Target,0.96,Exceeding Target,Exceeding Target,3.61,3.57
,,,M.S. M245 THE COMPUTER SCHOOL,3.10E+11,03M245,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"06,07,08",6,8,No,0.3,N/A,0.03,0.06,0.14,0.26,0.4,0.5,0.97,0.06,0.9,Exceeding Target,0.92,Exceeding Target,0.91,Exceeding Target,0.85,Meeting Target,0.86,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.17,3.14
,,,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,3.10E+11,03M247,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.8,N/A,0.31,0,0.01,0.99,0.99,0.01,0.96,0.07,0.89,Exceeding Target,0.93,Exceeding Target,0.92,Exceeding Target,0.88,Meeting Target,0.88,Exceeding Target,0.95,Exceeding Target,Exceeding Target,2.51,2.64
,,,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,3.10E+11,03M250,3,40.79511,-73.973988,"735 W END AVE NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.66,N/A,0.06,0.02,0.32,0.55,0.87,0.09,0.94,0.18,0.91,Meeting Target,0.98,Exceeding Target,0.91,Exceeding Target,0.97,Exceeding Target,0.82,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.61,2.44
,,,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,3.10E+11,03M256,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.78,N/A,0.19,0.02,0.51,0.38,0.88,0.07,0.88,0.38,0.83,Approaching Target,0.89,Meeting Target,0.8,Approaching Target,0.87,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,Meeting Target,2.27,2.1
,,,COMMUNITY ACTION SCHOOL - MS 258,3.10E+11,03M258,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.73,N/A,0.03,0.02,0.45,0.43,0.87,0.11,0.94,0.15,0.96,Exceeding Target,0.96,Exceeding Target,0.87,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.93,Exceeding Target,Meeting Target,2.41,2.5
,x,,WEST END SECONDARY SCHOOL,3.10E+11,03M291,3,40.772487,-73.988153,"227-243 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,"06,07,08",6,8,No,N/A,N/A,0.02,0.04,0.1,0.18,0.27,0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,3.10E+11,03M333,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.23,72112.72,0.01,0.07,0.11,0.17,0.27,0.62,0.95,0.09,0.93,Exceeding Target,0.87,Exceeding Target,0.88,Meeting Target,0.79,Meeting Target,0.94,Exceeding Target,0.91,Meeting Target,Meeting Target,3.09,3.03
,,,THE ANDERSON SCHOOL,3.10E+11,03M334,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.13,89026.73,0,0.28,0.04,0.09,0.13,0.53,0.98,0.01,0.9,Exceeding Target,0.9,Exceeding Target,0.92,Exceeding Target,0.87,Meeting Target,0.93,Exceeding Target,0.92,Meeting Target,Exceeding Target,3.93,4.15
,,,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,3.10E+11,03M415,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",6,12,Yes,0.79,N/A,0.05,0.02,0.53,0.44,0.96,0.01,0.93,0.23,0.86,Approaching Target,0.77,Approaching Target,0.82,Meeting Target,0.71,Approaching Target,0.77,Meeting Target,0.82,Approaching Target,Approaching Target,2.04,1.99
,,,WEST PREP ACADEMY,3.10E+11,03M421,3,40.79909,-73.965359,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.77,N/A,0.05,0.02,0.52,0.39,0.91,0.05,0.92,0.25,0.9,Meeting Target,0.97,Exceeding Target,0.83,Meeting Target,0.94,Exceeding Target,0.86,Exceeding Target,0.94,Meeting Target,Meeting Target,2.31,2.45
,,,P.S. 452,3.10E+11,03M452,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"0K,01,02,03,04,05",0K,5,No,0.16,102963.37,0.02,0.1,0.08,0.13,0.21,0.64,0.96,0.09,0.97,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.96,Exceeding Target,0.94,Exceeding Target,0.97,Exceeding Target,N/A,3.28,3.37
,,,SPECIAL MUSIC SCHOOL,3.10E+11,03M859,3,40.775221,-73.982997,"129 W 67TH ST NEW YORK, NY 10023",NEW YORK,10023,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.25,76791.47,0.01,0.16,0.13,0.14,0.28,0.43,0.96,0.07,0.96,Exceeding Target,0.97,Exceeding Target,0.91,Exceeding Target,0.95,Exceeding Target,0.91,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.67,3.85
,,,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,3.10E+11,03M860,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",6,12,No,0.79,N/A,0.08,0.02,0.68,0.27,0.95,0.01,0.88,0.34,0.76,Approaching Target,0.76,Meeting Target,0.81,Approaching Target,0.72,Approaching Target,0.76,Approaching Target,0.84,Meeting Target,Meeting Target,2.32,2.22
,,,MOTT HALL II,3.10E+11,03M862,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",6,8,No,0.48,N/A,0.02,0.06,0.26,0.37,0.63,0.26,0.96,0.08,0.83,Meeting Target,0.95,Meeting Target,0.89,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.95,Exceeding Target,Meeting Target,3.11,3.23
,,,P.S. 007 SAMUEL STERN,3.10E+11,04M007,4,40.800631,-73.939323,"160 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.9,24553.59,0.12,0.03,0.3,0.62,0.92,0.04,0.9,0.34,0.9,Meeting Target,0.86,Exceeding Target,0.83,Approaching Target,0.82,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,Exceeding Target,2.43,2.52
,,,TAG YOUNG SCHOLARS,3.10E+11,04M012,4,40.79259,-73.942119,"240 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.44,48431.58,0,0.34,0.25,0.19,0.44,0.15,0.97,0.05,0.92,Exceeding Target,0.92,Exceeding Target,0.91,Exceeding Target,0.86,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,Exceeding Target,3.64,3.89
,,,RIVER EAST ELEMENTARY,3.10E+11,04M037,4,40.796906,-73.929978,"508 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"0K,01,02,03,04,05",0K,5,No,0.78,28310.81,0.04,0,0.45,0.51,0.96,0.02,0.92,0.28,0.9,Meeting Target,0.88,Exceeding Target,0.92,Meeting Target,0.74,Approaching Target,0.86,Meeting Target,0.93,Meeting Target,Meeting Target,2.5,2.44
,,,P.S. 38 ROBERTO CLEMENTE,3.10E+11,04M038,4,40.788684,-73.944766,"232 E 103RD ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,5,No,0.92,34567.95,0.1,0.04,0.31,0.61,0.91,0.02,0.88,0.5,0.87,Approaching Target,0.77,Not Meeting Target,0.76,Approaching Target,0.68,Approaching Target,0.82,Approaching Target,0.82,Approaching Target,Meeting Target,2.14,2.12
,,,P.S. 050 VITO MARCANTONIO,3.10E+11,04M050,4,40.785868,-73.940587,"433 E 100TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,8,Yes,0.89,30295.44,0.1,0.01,0.45,0.53,0.98,0,0.87,0.49,0.87,Approaching Target,0.74,Not Meeting Target,0.89,N/A,0.67,Approaching Target,0.79,Approaching Target,0.84,Approaching Target,Approaching Target,2.1,2.07
,,,JAMES WELDON JOHNSON,3.10E+11,04M057,4,40.797156,-73.941285,"176 E 115TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.89,26905.07,0.12,0.04,0.26,0.67,0.93,0.02,0.92,0.28,0.92,Meeting Target,0.85,Meeting Target,0.85,Meeting Target,0.81,Meeting Target,0.82,Approaching Target,0.91,Meeting Target,Exceeding Target,2.46,2.57
,,,THE LEXINGTON ACADEMY,3.10E+11,04M072,4,40.791451,-73.947448,"131 E 104TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.87,33728.15,0.11,0.01,0.13,0.83,0.95,0.03,0.92,0.3,0.9,Meeting Target,0.9,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.87,Meeting Target,0.92,Meeting Target,Meeting Target,2.32,2.4
,,,P.S. 083 LUIS MUNOZ RIVERA,3.10E+11,04M083,4,40.79313,-73.941812,"219 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,5,No,0.77,31874.34,0.09,0.13,0.2,0.64,0.84,0.03,0.93,0.25,0.88,Approaching Target,0.9,Meeting Target,0.9,Meeting Target,0.85,Meeting Target,0.87,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.76,2.8
,,,P.S. 096 JOSEPH LANZETTA,3.10E+11,04M096,4,40.799987,-73.937388,"216 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.9,25392.85,0.18,0.02,0.26,0.68,0.94,0.03,0.91,0.37,0.88,Approaching Target,0.85,Meeting Target,0.89,Meeting Target,0.77,Approaching Target,0.77,Not Meeting Target,0.88,Approaching Target,Meeting Target,2.17,2.03
,,,P.S. 102 JACQUES CARTIER,3.10E+11,04M102,4,40.79495,-73.938295,"315 E 113TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,5,No,0.83,29590.37,0.12,0.08,0.3,0.55,0.85,0.04,0.91,0.35,0.86,Approaching Target,0.78,Approaching Target,0.84,Approaching Target,0.68,Approaching Target,0.87,Meeting Target,0.88,Meeting Target,Meeting Target,2.32,2.39
,,,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,3.10E+11,04M108,4,40.795035,-73.947872,"1615 MADISON AVE NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.84,27911.28,0.13,0.05,0.28,0.64,0.92,0.01,0.91,0.34,0.87,Approaching Target,0.8,Approaching Target,0.86,Approaching Target,0.67,Approaching Target,0.83,Approaching Target,0.86,Meeting Target,Meeting Target,2.29,2.31
,,,P.S. 146 ANN M. SHORT,3.10E+11,04M146,4,40.7897,-73.939094,"421 E 106TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,5,No,0.9,29414.74,0.19,0.03,0.26,0.68,0.94,0.02,0.92,0.29,0.77,Approaching Target,0.71,Approaching Target,0.8,Approaching Target,0.65,Approaching Target,0.9,Meeting Target,0.84,Meeting Target,Meeting Target,2.14,2.19
